,Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
1647,TRX-101648,2023-05-19,Air Jordan 1 High,Bred,Deadstock (Brand New),184.0,242.49,stockx,4.0,58.49000000000001
1648,TRX-101649,2023-11-16,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),216.0,231.78,goat,3.0,15.78
1649,TRX-101650,2023-11-21,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),220.0,390.09,kick hub 2026,6.0,170.08999999999995
1650,TRX-101651,2024-07-22,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),207.0,278.29,kick hub 2026,5.0,71.29000000000002
1651,TRX-101652,2024-04-16,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),202.0,189.41,stockx,5.0,-12.590000000000003
1652,TRX-101653,2024-05-23,Air Jordan 3 Retro,Black Cat,Used,201.0,147.68,stockx,7.0,-53.31999999999999
1653,TRX-101654,2024-08-29,Air Jordan 1 High,Pine Green,Used,189.0,144.79,goat,2.0,-44.21000000000001
1654,TRX-101655,2024-08-30,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),226.0,301.25,goat,9.0,75.25
1655,TRX-101656,2024-10-11,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),200.0,283.94,goat,13.0,83.94
1656,TRX-101657,2025-05-25,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),207.0,237.17,kick hub 2026,29.0,30.169999999999987
1657,TRX-101658,2024-09-15,Air Jordan 3 Retro,Bred,Deadstock (Brand New),206.0,572.64,kick hub 2026,45.0,366.64
1658,TRX-101659,2024-09-10,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),216.0,678.7,goat,6.0,462.7000000000001
1659,TRX-101660,2023-01-15,Air Jordan 1 Low,Military Blue,Used,133.0,115.33,stadium goods,39.0,-17.67
1660,TRX-101661,2023-08-01,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),202.0,275.59,stockx,1.0,73.58999999999997
1661,TRX-101662,2025-02-23,Air Jordan 1 Low,Bred,Used,128.0,108.63,stockx,6.0,-19.370000000000005
1662,TRX-101663,2025-04-13,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),201.0,657.17,stockx,11.0,456.17
1664,TRX-101665,2023-08-05,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),204.0,257.95,stockx,3.0,53.94999999999999
1665,TRX-101666,2025-05-21,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),119.0,136.9,kick hub 2026,5.0,17.900000000000006
1666,TRX-101667,2023-09-13,Air Jordan 3 Retro,Black Cat,Used,200.0,125.63,goat,7.0,-74.37
1667,TRX-101668,2023-09-07,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),210.0,223.24,stadium goods,23.0,13.240000000000007
1668,TRX-101669,2025-08-05,Air Jordan 1 Low,Black Cat,Used,122.0,79.46,stadium goods,47.0,-42.540000000000006
1669,TRX-101670,2025-03-18,Air Jordan 4 Retro,Pine Green,Used,216.0,120.6,kick hub 2026,42.0,-95.4
1670,TRX-101671,2023-08-25,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),213.0,261.24,stockx,8.0,48.24000000000001
1671,TRX-101672,2023-11-03,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),225.0,265.51,kick hub 2026,17.0,40.50999999999999
1672,TRX-101673,2025-02-09,Air Jordan 3 Retro,Lost & Found,Used,210.0,156.25,stadium goods,35.0,-53.75
1673,TRX-101674,2023-08-18,Air Jordan 11 Retro,Bred,Deadstock (Brand New),226.0,613.87,goat,5.0,387.87
1674,TRX-101675,2025-07-06,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),177.0,233.83,stadium goods,53.0,56.83000000000001
1675,TRX-101676,2023-05-22,Air Jordan 1 Low,Bred,Used,129.0,98.32,walk-in retail,59.0,-30.680000000000007
1676,TRX-101677,2025-05-21,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),116.0,305.98,stadium goods,26.0,189.98
1677,TRX-101678,2025-05-04,Air Jordan 1 High,Pine Green,Used,188.0,117.32,goat,11.0,-70.68
1678,TRX-101679,2025-07-02,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),133.0,319.41,kick hub 2026,46.0,186.41000000000005
1679,TRX-101680,2024-10-25,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),209.0,407.79,walk-in retail,40.0,198.79
1680,TRX-101681,2024-05-24,Air Jordan 4 Retro,Black Cat,Used,214.0,111.75,stockx,13.0,-102.25
1681,TRX-101682,2024-03-16,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),229.0,599.89,kick hub 2026,46.0,370.89
1682,TRX-101683,2024-10-13,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),227.0,338.7,walk-in retail,34.0,111.7
1683,TRX-101684,2023-03-17,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),111.0,106.07,stockx,6.0,-4.930000000000007
1684,TRX-101685,2024-07-27,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),227.0,539.79,stadium goods,18.0,312.79
1685,TRX-101686,2023-07-06,Air Jordan 1 Low,Concord,Deadstock (Brand New),135.0,414.16,goat,7.0,279.16
1686,TRX-101687,2025-01-17,Air Jordan 1 High,Pine Green,Deadstock (Brand New),172.0,537.55,stadium goods,22.0,365.55
1687,TRX-101688,2025-04-20,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),215.0,227.1,stockx,1.0,12.099999999999994
1688,TRX-101689,2024-01-14,Air Jordan 1 High,Sail,Used,183.0,163.56,stadium goods,40.0,-19.44
1689,TRX-101690,2025-06-09,Air Jordan 3 Retro,Concord,Deadstock (Brand New),206.0,482.29,stockx,9.0,276.29
1690,TRX-101691,2025-05-24,Air Jordan 1 High,Concord,Used,184.0,162.02,goat,11.0,-21.97999999999999
1691,TRX-101692,2025-01-13,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),134.0,191.59,walk-in retail,40.0,57.59
1692,TRX-101693,2024-01-25,Air Jordan 1 Low,Black Cat,Used,139.0,105.53,walk-in retail,10.0,-33.47
1693,TRX-101694,2024-02-28,Air Jordan 3 Retro,Military Blue,Used,210.0,117.0,stadium goods,24.0,-93.0
1694,TRX-101695,2024-06-13,Air Jordan 1 Low,Lost & Found,Used,133.0,85.76,kick hub 2026,16.0,-47.24
1695,TRX-101696,2025-03-11,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),229.0,357.47,kick hub 2026,25.0,128.47000000000003
1696,TRX-101697,2023-01-19,Air Jordan 1 High,Sail,Deadstock (Brand New),186.0,344.39,goat,2.0,158.39
1697,TRX-101698,2023-05-13,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),126.0,193.74,stadium goods,10.0,67.74000000000001
1698,TRX-101699,2024-04-27,Air Jordan 11 Retro,Bred,Used,228.0,132.09,goat,12.0,-95.91
1699,TRX-101700,2023-11-18,Air Jordan 3 Retro,Sail,Used,201.0,120.52,kick hub 2026,41.0,-80.48
1700,TRX-101701,2024-04-03,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),229.0,283.44,stockx,11.0,54.44
1701,TRX-101702,2023-11-01,Air Jordan 1 Low,Black Cat,Used,137.0,89.78,kick hub 2026,59.0,-47.22
1702,TRX-101703,2024-02-16,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),230.0,306.97,goat,3.0,76.97000000000003
1703,TRX-101704,2025-06-08,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),205.0,397.37,stadium goods,55.0,192.37
1704,TRX-101705,2025-06-24,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),225.0,274.44,goat,2.0,49.44
1705,TRX-101706,2023-12-04,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),218.0,240.32,kick hub 2026,39.0,22.319999999999997
1706,TRX-101707,2023-08-15,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),200.0,225.16,stockx,9.0,25.16
1708,TRX-101709,2024-05-06,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),114.0,132.88,goat,5.0,18.879999999999995
1709,TRX-101710,2023-09-16,Air Jordan 1 High,Bred,Deadstock (Brand New),184.0,381.18,stockx,1.0,197.18
1710,TRX-101711,2023-12-29,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),208.0,230.46,stockx,2.0,22.460000000000008
1711,TRX-101712,2024-07-27,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),211.0,228.18,kick hub 2026,23.0,17.180000000000007
1712,TRX-101713,2023-12-19,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),228.0,318.16,kick hub 2026,55.0,90.16000000000004
1713,TRX-101714,2024-12-24,Air Jordan 11 Retro,Concord,Deadstock (Brand New),230.0,586.11,goat,4.0,356.11
1714,TRX-101715,2024-08-28,Air Jordan 1 Low,Chicago,Deadstock (Brand New),112.0,270.37,stockx,5.0,158.37
1715,TRX-101716,2025-08-19,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),216.0,243.69,kick hub 2026,21.0,27.69
1716,TRX-101717,2025-08-14,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),202.0,485.65,walk-in retail,51.0,283.65
1717,TRX-101718,2024-03-15,Air Jordan 4 Retro,Pine Green,Used,216.0,149.69,goat,9.0,-66.31
1718,TRX-101719,2025-06-16,Air Jordan 1 Low,Bred,Deadstock (Brand New),117.0,146.0,walk-in retail,31.0,29.0
1719,TRX-101720,2023-12-02,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),229.0,568.87,walk-in retail,33.0,339.87
1720,TRX-101721,2023-08-27,Air Jordan 3 Retro,Mocha,Used,209.0,152.22,goat,14.0,-56.78
1721,TRX-101722,2024-12-09,Air Jordan 11 Retro,Black Cat,Used,226.0,162.54,walk-in retail,24.0,-63.46000000000001
1722,TRX-101723,2023-03-26,Air Jordan 1 High,Military Blue,Used,188.0,139.3,stadium goods,25.0,-48.69999999999999
1723,TRX-101724,2024-08-12,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),225.0,269.65,goat,7.0,44.64999999999998
1724,TRX-101725,2024-05-09,Air Jordan 3 Retro,Concord,Deadstock (Brand New),205.0,613.16,stadium goods,55.0,408.16
1725,TRX-101726,2023-04-19,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),177.0,187.12,walk-in retail,50.0,10.120000000000005
1726,TRX-101727,2025-07-18,Air Jordan 1 High,Sail,Deadstock (Brand New),181.0,449.83,kick hub 2026,8.0,268.83
1727,TRX-101728,2025-03-07,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),223.0,212.72,stockx,2.0,-10.28
1728,TRX-101729,2024-01-08,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),229.0,241.28,stockx,7.0,12.28
1729,TRX-101730,2024-11-06,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),204.0,265.55,stadium goods,5.0,61.55000000000001
1730,TRX-101731,2025-02-04,Air Jordan 1 High,Pine Green,Used,179.0,112.4,goat,1.0,-66.6
1731,TRX-101732,2024-12-28,Air Jordan 1 High,Concord,Deadstock (Brand New),188.0,376.52,goat,3.0,188.52
1732,TRX-101733,2025-03-19,Air Jordan 1 Low,Chicago,Used,140.0,86.81,stockx,14.0,-53.19
1733,TRX-101734,2025-05-27,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),202.0,221.06,stadium goods,44.0,19.06
1734,TRX-101735,2023-02-08,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),186.0,191.31,walk-in retail,45.0,5.310000000000002
1735,TRX-101736,2024-08-25,Air Jordan 3 Retro,Lost & Found,Used,208.0,142.39,kick hub 2026,56.0,-65.61000000000001
1736,TRX-101737,2024-09-19,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),227.0,709.32,kick hub 2026,31.0,482.3200000000001
1737,TRX-101738,2023-04-20,Air Jordan 1 High,Chicago,Deadstock (Brand New),189.0,470.59,walk-in retail,60.0,281.59
1739,TRX-101740,2023-06-15,Air Jordan 1 Low,Chicago,Deadstock (Brand New),137.0,435.8,stadium goods,5.0,298.8
1740,TRX-101741,2023-06-16,Air Jordan 1 High,Lost & Found,Used,183.0,92.54,stockx,6.0,-90.46
1741,TRX-101742,2023-09-09,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),225.0,276.31,stockx,14.0,51.31
1742,TRX-101743,2023-07-14,Air Jordan 11 Retro,Chicago,Used,226.0,117.94,stockx,4.0,-108.06
1743,TRX-101744,2024-11-30,Air Jordan 1 Low,Lost & Found,Used,138.0,77.6,stockx,3.0,-60.400000000000006
1744,TRX-101745,2023-12-18,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),227.0,383.72,stockx,1.0,156.72000000000003
1745,TRX-101746,2024-12-19,Air Jordan 4 Retro,Sail,Deadstock (Brand New),216.0,704.11,walk-in retail,8.0,488.11
1746,TRX-101747,2025-02-06,Air Jordan 11 Retro,Sail,Used,228.0,147.81,kick hub 2026,36.0,-80.19
1747,TRX-101748,2025-06-30,Air Jordan 3 Retro,Chicago,Used,200.0,173.88,stockx,9.0,-26.120000000000005
1748,TRX-101749,2023-09-10,Air Jordan 1 Low,Bred,Used,115.0,94.98,kick hub 2026,13.0,-20.02
1749,TRX-101750,2024-04-14,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),139.0,375.14,walk-in retail,7.0,236.14
1750,TRX-101751,2025-07-20,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),229.0,321.68,walk-in retail,17.0,92.68
1751,TRX-101752,2024-02-19,Air Jordan 11 Retro,Concord,Deadstock (Brand New),226.0,297.32,stockx,7.0,71.32
1752,TRX-101753,2025-05-31,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),206.0,395.02,walk-in retail,55.0,189.02
1753,TRX-101754,2023-06-19,Air Jordan 1 High,Chicago,Used,181.0,130.29,kick hub 2026,38.0,-50.71000000000001
1754,TRX-101755,2024-01-23,Air Jordan 3 Retro,Mocha,Used,202.0,115.44,stadium goods,52.0,-86.56
1755,TRX-101756,2024-05-16,Air Jordan 11 Retro,Mocha,Used,230.0,133.81,kick hub 2026,41.0,-96.19
1756,TRX-101757,2024-10-26,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),209.0,294.81,stadium goods,12.0,85.81
1757,TRX-101758,2024-07-10,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),230.0,315.01,goat,9.0,85.00999999999999
1758,TRX-101759,2025-07-24,Air Jordan 1 High,Concord,Deadstock (Brand New),189.0,602.59,goat,13.0,413.59
1759,TRX-101760,2023-10-14,Air Jordan 3 Retro,Mocha,Used,209.0,123.91,stadium goods,12.0,-85.09
1760,TRX-101761,2024-07-30,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),200.0,221.13,walk-in retail,11.0,21.129999999999995
1761,TRX-101762,2024-11-04,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),212.0,254.39,goat,14.0,42.38999999999999
1762,TRX-101763,2025-07-30,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),214.0,318.36,stockx,5.0,104.36
1763,TRX-101764,2025-04-01,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),223.0,301.73,stockx,14.0,78.73000000000002
1764,TRX-101765,2024-11-22,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),127.0,114.73,kick hub 2026,35.0,-12.269999999999996
1765,TRX-101766,2024-04-08,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),170.0,222.37,stockx,14.0,52.370000000000005
1766,TRX-101767,2024-10-06,Air Jordan 3 Retro,Sail,Deadstock (Brand New),208.0,447.94,stadium goods,27.0,239.94
1767,TRX-101768,2023-02-20,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),137.0,162.04,stadium goods,12.0,25.039999999999992
1768,TRX-101769,2023-10-26,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),208.0,463.79,stockx,12.0,255.79
1769,TRX-101770,2025-07-23,Air Jordan 1 Low,Chicago,Used,121.0,99.73,walk-in retail,52.0,-21.27
1770,TRX-101771,2024-08-16,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),138.0,201.38,goat,14.0,63.38
1771,TRX-101772,2023-09-25,Air Jordan 1 High,Chicago,Deadstock (Brand New),182.0,583.41,walk-in retail,29.0,401.41
1772,TRX-101773,2024-09-24,Air Jordan 4 Retro,Bred,Deadstock (Brand New),222.0,625.09,goat,3.0,403.09
1773,TRX-101774,2024-12-06,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),134.0,198.85,walk-in retail,17.0,64.85
1775,TRX-101776,2024-07-29,Air Jordan 4 Retro,Bred,Used,222.0,113.96,stockx,9.0,-108.04
1776,TRX-101777,2024-06-10,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),220.0,297.09,kick hub 2026,50.0,77.08999999999997
1777,TRX-101778,2025-09-23,Air Jordan 3 Retro,Black Cat,Used,201.0,152.04,kick hub 2026,37.0,-48.96000000000001
1778,TRX-101779,2023-05-20,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),205.0,253.23,stockx,7.0,48.22999999999999
1779,TRX-101780,2025-01-23,Air Jordan 1 Low,Bred,Deadstock (Brand New),111.0,230.34,stadium goods,49.0,119.34
1780,TRX-101781,2023-01-03,Air Jordan 4 Retro,Sail,Deadstock (Brand New),222.0,395.09,walk-in retail,8.0,173.08999999999995
1781,TRX-101782,2023-10-11,Air Jordan 1 High,Military Blue,Deadstock (Brand New),181.0,375.69,kick hub 2026,39.0,194.69
1782,TRX-101783,2024-09-22,Air Jordan 1 Low,Bred,Used,116.0,69.86,stockx,2.0,-46.14
1783,TRX-101784,2025-05-06,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),181.0,222.6,stadium goods,52.0,41.6
1784,TRX-101785,2024-05-10,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),228.0,220.03,kick hub 2026,32.0,-7.969999999999999
1785,TRX-101786,2023-10-28,Air Jordan 3 Retro,Mocha,Used,206.0,162.75,kick hub 2026,52.0,-43.25
1786,TRX-101787,2024-01-28,Air Jordan 3 Retro,Black Cat,Used,206.0,133.93,goat,12.0,-72.07
1787,TRX-101788,2023-11-18,Air Jordan 1 Low,Chicago,Used,114.0,95.55,kick hub 2026,31.0,-18.450000000000003
1788,TRX-101789,2025-01-22,Air Jordan 1 High,Military Blue,Deadstock (Brand New),180.0,343.93,goat,6.0,163.93
1789,TRX-101790,2025-09-20,Air Jordan 11 Retro,Mocha,Used,230.0,150.4,kick hub 2026,10.0,-79.6
1790,TRX-101791,2024-10-05,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),210.0,266.08,walk-in retail,38.0,56.079999999999984
1791,TRX-101792,2025-07-01,Air Jordan 1 Low,Sail,Deadstock (Brand New),113.0,391.5,goat,1.0,278.5
1792,TRX-101793,2024-07-19,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),228.0,312.01,kick hub 2026,41.0,84.00999999999999
1793,TRX-101794,2024-03-09,Air Jordan 1 High,Concord,Deadstock (Brand New),189.0,398.62,stockx,6.0,209.62
1794,TRX-101795,2024-11-25,Air Jordan 1 Low,Chicago,Deadstock (Brand New),114.0,218.29,kick hub 2026,40.0,104.29
1795,TRX-101796,2024-10-04,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),224.0,302.26,stadium goods,53.0,78.25999999999999
1796,TRX-101797,2025-02-23,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),124.0,263.71,walk-in retail,32.0,139.70999999999998
1797,TRX-101798,2025-06-25,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),211.0,295.87,goat,1.0,84.87
1798,TRX-101799,2023-09-13,Air Jordan 1 High,Black Cat,Deadstock (Brand New),181.0,371.01,stadium goods,43.0,190.01
1799,TRX-101800,2025-05-07,Air Jordan 11 Retro,Bred,Deadstock (Brand New),225.0,404.4,walk-in retail,18.0,179.39999999999998
1800,TRX-101801,2023-02-28,Air Jordan 1 High,Lost & Found,Deadstock (Brand New),171.0,512.29,stockx,2.0,341.29
1801,TRX-101802,2024-10-19,Air Jordan 11 Retro,Sail,Deadstock (Brand New),225.0,379.77,stockx,2.0,154.76999999999998
1802,TRX-101803,2025-07-12,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),212.0,698.27,stadium goods,16.0,486.27
1803,TRX-101804,2025-07-18,Air Jordan 4 Retro,Chicago,Used,217.0,175.93,walk-in retail,6.0,-41.06999999999999
1804,TRX-101805,2024-09-10,Air Jordan 1 High,Pine Green,Deadstock (Brand New),171.0,521.05,walk-in retail,37.0,350.04999999999995
1805,TRX-101806,2024-05-28,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),213.0,282.01,goat,3.0,69.00999999999999
1806,TRX-101807,2024-11-30,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),113.0,112.62,stadium goods,60.0,-0.3799999999999954
1807,TRX-101808,2024-03-21,Air Jordan 3 Retro,Mocha,Used,202.0,106.71,walk-in retail,14.0,-95.29
1808,TRX-101809,2023-02-21,Air Jordan 1 High,Bred,Deadstock (Brand New),181.0,236.47,walk-in retail,12.0,55.47
1809,TRX-101810,2023-08-09,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),210.0,212.07,kick hub 2026,41.0,2.069999999999993
1810,TRX-101811,2024-06-01,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),119.0,123.22,stadium goods,40.0,4.219999999999999
1811,TRX-101812,2025-03-21,Air Jordan 1 Low,Bred,Deadstock (Brand New),113.0,281.16,stadium goods,59.0,168.16000000000005
1812,TRX-101813,2024-08-01,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),175.0,164.0,goat,1.0,-11.0
1813,TRX-101814,2025-09-20,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),124.0,135.86,stockx,4.0,11.860000000000014
1814,TRX-101815,2025-04-07,Air Jordan 11 Retro,Sail,Used,227.0,179.8,stockx,8.0,-47.19999999999999
1815,TRX-101816,2023-11-04,Air Jordan 4 Retro,Military Blue,Used,219.0,181.28,stockx,3.0,-37.72
1816,TRX-101817,2024-08-23,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),111.0,139.37,stockx,8.0,28.370000000000005
1817,TRX-101818,2023-05-29,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),189.0,235.87,goat,13.0,46.870000000000005
1818,TRX-101819,2023-06-24,Air Jordan 1 Low,Sail,Used,116.0,100.57,goat,12.0,-15.430000000000009
1819,TRX-101820,2025-05-01,Air Jordan 1 Low,Pine Green,Used,129.0,64.52,goat,7.0,-64.48
1820,TRX-101821,2025-01-05,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),226.0,304.83,stadium goods,39.0,78.82999999999998
1821,TRX-101822,2023-04-12,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),230.0,279.63,walk-in retail,42.0,49.63
1822,TRX-101823,2023-09-30,Air Jordan 1 High,Pine Green,Used,174.0,97.31,kick hub 2026,31.0,-76.69
1823,TRX-101824,2023-05-20,Air Jordan 1 High,Pine Green,Deadstock (Brand New),186.0,445.4,walk-in retail,14.0,259.4
1824,TRX-101825,2023-10-22,Air Jordan 4 Retro,Mocha,Used,213.0,174.9,goat,13.0,-38.1
1825,TRX-101826,2023-02-10,Air Jordan 1 Low,Pine Green,Used,118.0,82.55,walk-in retail,31.0,-35.45
1826,TRX-101827,2024-08-03,Air Jordan 1 High,Black Cat,Used,190.0,100.68,goat,5.0,-89.32
1827,TRX-101828,2025-04-03,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),202.0,212.02,walk-in retail,25.0,10.02000000000001
1828,TRX-101829,2023-04-28,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),130.0,194.39,walk-in retail,29.0,64.38999999999999
1829,TRX-101830,2025-07-05,Air Jordan 3 Retro,Bred,Deadstock (Brand New),208.0,521.94,walk-in retail,51.0,313.94000000000005
1830,TRX-101831,2024-12-05,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),225.0,687.46,kick hub 2026,42.0,462.46
1831,TRX-101832,2023-03-02,Air Jordan 3 Retro,Bred,Deadstock (Brand New),206.0,407.6,goat,13.0,201.6
1832,TRX-101833,2024-07-19,Air Jordan 4 Retro,Sail,Deadstock (Brand New),213.0,655.6,stadium goods,47.0,442.6
1833,TRX-101834,2023-04-10,Air Jordan 3 Retro,Chicago,Used,207.0,128.24,goat,8.0,-78.75999999999999
1834,TRX-101835,2024-03-17,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),174.0,157.29,goat,2.0,-16.710000000000008
1835,TRX-101836,2024-02-12,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),228.0,684.22,stockx,8.0,456.22
1836,TRX-101837,2023-10-13,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),220.0,625.75,stockx,1.0,405.75
1837,TRX-101838,2024-08-01,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),222.0,246.41,kick hub 2026,48.0,24.41
1838,TRX-101839,2025-04-20,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),204.0,570.05,stadium goods,29.0,366.05
1839,TRX-101840,2025-08-26,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),138.0,254.44,walk-in retail,7.0,116.44
1840,TRX-101841,2023-08-31,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),200.0,278.62,stadium goods,51.0,78.62
1841,TRX-101842,2023-02-03,Air Jordan 3 Retro,Military Blue,Used,205.0,146.72,stadium goods,23.0,-58.28
1842,TRX-101843,2025-05-24,Air Jordan 1 High,Black Cat,Deadstock (Brand New),185.0,585.32,stockx,13.0,400.3200000000001
1843,TRX-101844,2023-08-15,Air Jordan 1 High,Black Cat,Deadstock (Brand New),178.0,552.34,stadium goods,9.0,374.34
1844,TRX-101845,2023-08-21,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),230.0,556.84,goat,3.0,326.84000000000003
